city,city_ascii,state_abbr,state_name,county_name,country_name
Dillon,Dillon,MT,Montana,Beaverhead,USA
Coquille,Coquille,OR,Oregon,Coos,USA
Cayuga Heights,Cayuga Heights,NY,New York,Tompkins,USA
Camdenton,Camdenton,MO,Missouri,Camden,USA
West Bradenton,West Bradenton,FL,Florida,Manatee,USA
Stanley,Stanley,NC,North Carolina,Gaston,USA
Capitol Heights,Capitol Heights,MD,Maryland,Prince George's,USA
Warminster Heights,Warminster Heights,PA,Pennsylvania,Bucks,USA
Millstadt,Millstadt,IL,Illinois,St. Clair,USA
Mineral Ridge,Mineral Ridge,OH,Ohio,Trumbull,USA
Camden,Camden,DE,Delaware,Kent,USA
Point Pleasant,Point Pleasant,WV,West Virginia,Mason,USA
Pinehurst,Pinehurst,TX,Texas,Montgomery,USA
Westover,Westover,WV,West Virginia,Monongalia,USA
Taylor Creek,Taylor Creek,OH,Ohio,Hamilton,USA
Marlboro Meadows,Marlboro Meadows,MD,Maryland,Prince George's,USA
Cutler,Cutler,CA,California,Tulare,USA
Algood,Algood,TN,Tennessee,Putnam,USA
Collinsville,Collinsville,CT,Connecticut,Capitol,USA
St. Bernard,St. Bernard,OH,Ohio,Hamilton,USA
Brownsville,Brownsville,LA,Louisiana,Ouachita,USA
Trappe,Trappe,PA,Pennsylvania,Montgomery,USA
Basalt,Basalt,CO,Colorado,Eagle,USA
South Haven,South Haven,MI,Michigan,Van Buren,USA
Indian Head Park,Indian Head Park,IL,Illinois,Cook,USA
Ridgway,Ridgway,PA,Pennsylvania,Elk,USA
San Miguel,San Miguel,CA,California,Contra Costa,USA
Friendship Heights Village,Friendship Heights Village,MD,Maryland,Montgomery,USA
Pittsboro,Pittsboro,IN,Indiana,Hendricks,USA
Esperance,Esperance,WA,Washington,Snohomish,USA
Riverwoods,Riverwoods,IL,Illinois,Lake,USA
Singac,Singac,NJ,New Jersey,Passaic,USA
Ladonia,Ladonia,AL,Alabama,Russell,USA
Chilton,Chilton,WI,Wisconsin,Calumet,USA
Marshall,Marshall,IL,Illinois,Clark,USA
Hawkinsville,Hawkinsville,GA,Georgia,Pulaski,USA
University Gardens,University Gardens,NY,New York,Nassau,USA
Southern Shops,Southern Shops,SC,South Carolina,Spartanburg,USA
Tierras Nuevas Poniente,Tierras Nuevas Poniente,PR,Puerto Rico,Manatí,USA
Indian Head,Indian Head,MD,Maryland,Charles,USA
Rossville,Rossville,GA,Georgia,Walker,USA
Saw Creek,Saw Creek,PA,Pennsylvania,Pike,USA
Burnham,Burnham,IL,Illinois,Cook,USA
Penrose,Penrose,CO,Colorado,Fremont,USA
Magee,Magee,MS,Mississippi,Simpson,USA
Edgefield,Edgefield,SC,South Carolina,Edgefield,USA
Metter,Metter,GA,Georgia,Candler,USA
Jackson,Jackson,LA,Louisiana,East Feliciana,USA
Colorado City,Colorado City,TX,Texas,Mitchell,USA
South Russell,South Russell,OH,Ohio,Geauga,USA
Tangerine,Tangerine,FL,Florida,Orange,USA
Heritage Hills,Heritage Hills,NY,New York,Westchester,USA
Three Rivers,Three Rivers,OR,Oregon,Deschutes,USA
Madill,Madill,OK,Oklahoma,Marshall,USA
Pecan Acres,Pecan Acres,TX,Texas,Tarrant,USA
Scandia,Scandia,MN,Minnesota,Washington,USA
Mullins,Mullins,SC,South Carolina,Marion,USA
Wallace,Wallace,FL,Florida,Santa Rosa,USA
Horace,Horace,ND,North Dakota,Cass,USA
Palmer Heights,Palmer Heights,PA,Pennsylvania,Northampton,USA
Carroll Valley,Carroll Valley,PA,Pennsylvania,Adams,USA
Belleville,Belleville,MI,Michigan,Wayne,USA
Castle Hills,Castle Hills,TX,Texas,Bexar,USA
White Bluff,White Bluff,TN,Tennessee,Dickson,USA
Pomona,Pomona,NY,New York,Rockland,USA
Lancaster,Lancaster,KY,Kentucky,Garrard,USA
Marlboro,Marlboro,NY,New York,Ulster,USA
Brookville,Brookville,PA,Pennsylvania,Jefferson,USA
Meadow Lake,Meadow Lake,NM,New Mexico,Valencia,USA
Grant,Grant,MN,Minnesota,Washington,USA
Sagamore,Sagamore,MA,Massachusetts,Barnstable,USA
Pennsburg,Pennsburg,PA,Pennsylvania,Montgomery,USA
Battle Mountain,Battle Mountain,NV,Nevada,Lander,USA
Livingston,Livingston,TN,Tennessee,Overton,USA
Shenandoah Farms,Shenandoah Farms,VA,Virginia,Warren,USA
Meiners Oaks,Meiners Oaks,CA,California,Ventura,USA
Boardman,Boardman,OR,Oregon,Morrow,USA
Scott City,Scott City,KS,Kansas,Scott,USA
Pleasant Hills,Pleasant Hills,MD,Maryland,Harford,USA
Lincoln Village,Lincoln Village,CA,California,San Joaquin,USA
Golden Beach,Golden Beach,MD,Maryland,St. Mary's,USA
Nash,Nash,TX,Texas,Bowie,USA
Dorr,Dorr,MI,Michigan,Allegan,USA
Saint Davids,Saint Davids,PA,Pennsylvania,Delaware,USA
Turners Falls,Turners Falls,MA,Massachusetts,Franklin,USA
Bayport,Bayport,MN,Minnesota,Washington,USA
Schnecksville,Schnecksville,PA,Pennsylvania,Lehigh,USA
Lawrenceville,Lawrenceville,NJ,New Jersey,Mercer,USA
Dell Rapids,Dell Rapids,SD,South Dakota,Minnehaha,USA
Cozad,Cozad,NE,Nebraska,Dawson,USA
Coleman,Coleman,TX,Texas,Coleman,USA
Spencer,Spencer,OK,Oklahoma,Oklahoma,USA
Emigsville,Emigsville,PA,Pennsylvania,York,USA
Ely,Ely,NV,Nevada,White Pine,USA
Mitchell,Mitchell,IN,Indiana,Lawrence,USA
Highland Lakes,Highland Lakes,NJ,New Jersey,Sussex,USA
Cherry Grove,Cherry Grove,OH,Ohio,Hamilton,USA
Vidalia,Vidalia,LA,Louisiana,Concordia,USA
Madeira Beach,Madeira Beach,FL,Florida,Pinellas,USA
Santa Venetia,Santa Venetia,CA,California,Marin,USA
North Richmond,North Richmond,CA,California,Contra Costa,USA
Woodson Terrace,Woodson Terrace,MO,Missouri,St. Louis,USA
Upland,Upland,IN,Indiana,Grant,USA
El Jebel,El Jebel,CO,Colorado,Eagle,USA
Chandler,Chandler,IN,Indiana,Warrick,USA
Pea Ridge,Pea Ridge,FL,Florida,Santa Rosa,USA
Flagler Estates,Flagler Estates,FL,Florida,St. Johns,USA
Oaklyn,Oaklyn,NJ,New Jersey,Camden,USA
South Chicago Heights,South Chicago Heights,IL,Illinois,Cook,USA
Bayou Vista,Bayou Vista,LA,Louisiana,St. Mary,USA
Colonial Beach,Colonial Beach,VA,Virginia,Westmoreland,USA
Williamstown,Williamstown,KY,Kentucky,Grant,USA
Pine Manor,Pine Manor,FL,Florida,Lee,USA
Bethlehem,Bethlehem,NC,North Carolina,Alexander,USA
Raymond,Raymond,WI,Wisconsin,Racine,USA
Cisco,Cisco,TX,Texas,Eastland,USA
Metzger,Metzger,OR,Oregon,Washington,USA
North Pembroke,North Pembroke,MA,Massachusetts,Plymouth,USA
Barrington Hills,Barrington Hills,IL,Illinois,Cook,USA
St. James,St. James,MO,Missouri,Phelps,USA
Rockwell,Rockwell,AR,Arkansas,Garland,USA
Del Mar,Del Mar,CA,California,San Diego,USA
Sullivan City,Sullivan City,TX,Texas,Hidalgo,USA
Kiel,Kiel,WI,Wisconsin,Manitowoc,USA
Citronelle,Citronelle,AL,Alabama,Mobile,USA
Brown Station,Brown Station,MD,Maryland,Prince George's,USA
Lancaster,Lancaster,WI,Wisconsin,Grant,USA
Montpelier,Montpelier,OH,Ohio,Williams,USA
Emerald Isle,Emerald Isle,NC,North Carolina,Carteret,USA
Centerville,Centerville,MN,Minnesota,Anoka,USA
Dupo,Dupo,IL,Illinois,St. Clair,USA
Valdez,Valdez,AK,Alaska,Chugach,USA
Kittanning,Kittanning,PA,Pennsylvania,Armstrong,USA
Oronoque,Oronoque,CT,Connecticut,Greater Bridgeport,USA
Morongo Valley,Morongo Valley,CA,California,San Bernardino,USA
Berne,Berne,IN,Indiana,Adams,USA
Butte,Butte,AK,Alaska,Matanuska-Susitna,USA
Fairbury,Fairbury,NE,Nebraska,Jefferson,USA
Lockeford,Lockeford,CA,California,San Joaquin,USA
Hudson Bend,Hudson Bend,TX,Texas,Travis,USA
Cresco,Cresco,IA,Iowa,Howard,USA
Windber,Windber,PA,Pennsylvania,Somerset,USA
Campanilla,Campanilla,PR,Puerto Rico,Toa Baja,USA
Ball,Ball,LA,Louisiana,Rapides,USA
Hidden Meadows,Hidden Meadows,CA,California,San Diego,USA
Clyde,Clyde,TX,Texas,Callahan,USA
Great Notch,Great Notch,NJ,New Jersey,Passaic,USA
Parkesburg,Parkesburg,PA,Pennsylvania,Chester,USA
Carrollton,Carrollton,KY,Kentucky,Carroll,USA
Pinch,Pinch,WV,West Virginia,Kanawha,USA
Pulaski,Pulaski,WI,Wisconsin,Brown,USA
Swansboro,Swansboro,NC,North Carolina,Onslow,USA
Woodlawn,Woodlawn,OH,Ohio,Hamilton,USA
La Center,La Center,WA,Washington,Clark,USA
Weston,Weston,WV,West Virginia,Lewis,USA
Loyola,Loyola,CA,California,Santa Clara,USA
South Blooming Grove,South Blooming Grove,NY,New York,Orange,USA
Oak Lane,Oak Lane,PA,Pennsylvania,Montgomery,USA
Goodland,Goodland,KS,Kansas,Sherman,USA
Dumas,Dumas,AR,Arkansas,Desha,USA
Northumberland,Northumberland,PA,Pennsylvania,Northumberland,USA
Lewisburg,Lewisburg,WV,West Virginia,Greenbrier,USA
Zelienople,Zelienople,PA,Pennsylvania,Butler,USA
Florence,Florence,CO,Colorado,Fremont,USA
Woodbridge,Woodbridge,CA,California,San Joaquin,USA
Waynesburg,Waynesburg,PA,Pennsylvania,Greene,USA
Empire,Empire,CA,California,Stanislaus,USA
Baden,Baden,PA,Pennsylvania,Beaver,USA
Berwyn,Berwyn,PA,Pennsylvania,Chester,USA
Granite Hills,Granite Hills,CA,California,San Diego,USA
Shrewsbury,Shrewsbury,PA,Pennsylvania,York,USA
Norwood Young America,Norwood Young America,MN,Minnesota,Carver,USA
Alturas,Alturas,FL,Florida,Polk,USA
Leland,Leland,MS,Mississippi,Washington,USA
Baxter Springs,Baxter Springs,KS,Kansas,Cherokee,USA
Irwin,Irwin,PA,Pennsylvania,Westmoreland,USA
Forestville,Forestville,CA,California,Sonoma,USA
Auburn Lake Trails,Auburn Lake Trails,CA,California,El Dorado,USA
Frackville,Frackville,PA,Pennsylvania,Schuylkill,USA
Ballville,Ballville,OH,Ohio,Sandusky,USA
York Harbor,York Harbor,ME,Maine,York,USA
Bellaire,Bellaire,OH,Ohio,Belmont,USA
Farmersville,Farmersville,TX,Texas,Collin,USA
Mulberry,Mulberry,OH,Ohio,Clermont,USA
North Hudson,North Hudson,WI,Wisconsin,St. Croix,USA
Wills Point,Wills Point,TX,Texas,Van Zandt,USA
Northlake,Northlake,SC,South Carolina,Anderson,USA
McCall,McCall,ID,Idaho,Valley,USA
Ravenswood,Ravenswood,WV,West Virginia,Jackson,USA
St. James City,St. James City,FL,Florida,Lee,USA
Clifton,Clifton,AZ,Arizona,Greenlee,USA
Manning,Manning,SC,South Carolina,Clarendon,USA
Bella Vista,Bella Vista,CA,California,Shasta,USA
Rocky Ford,Rocky Ford,CO,Colorado,Otero,USA
Knox,Knox,IN,Indiana,Starke,USA
Zumbrota,Zumbrota,MN,Minnesota,Goodhue,USA
Montrose,Montrose,MN,Minnesota,Wright,USA
Aguilita,Aguilita,PR,Puerto Rico,Juana Díaz,USA
Richwood,Richwood,LA,Louisiana,Ouachita,USA
Nichols Hills,Nichols Hills,OK,Oklahoma,Oklahoma,USA
Amberley,Amberley,OH,Ohio,Hamilton,USA
Wintersville,Wintersville,OH,Ohio,Jefferson,USA
Deephaven,Deephaven,MN,Minnesota,Hennepin,USA
Juno Beach,Juno Beach,FL,Florida,Palm Beach,USA
Karns,Karns,TN,Tennessee,Knox,USA
Skippers Corner,Skippers Corner,NC,North Carolina,New Hanover,USA
Mountain View,Mountain View,HI,Hawaii,Hawaii,USA
St. Joseph,St. Joseph,IL,Illinois,Champaign,USA
Fort McKinley,Fort McKinley,OH,Ohio,Montgomery,USA
Avenue B and C,Avenue B and C,AZ,Arizona,Yuma,USA
Freeland,Freeland,PA,Pennsylvania,Luzerne,USA
Boyne City,Boyne City,MI,Michigan,Charlevoix,USA
Elim,Elim,PA,Pennsylvania,Cambria,USA
Hahnville,Hahnville,LA,Louisiana,St. Charles,USA
Genesee,Genesee,CO,Colorado,Jefferson,USA
Brookmont,Brookmont,MD,Maryland,Montgomery,USA
Cascade Valley,Cascade Valley,WA,Washington,Grant,USA
Vicksburg,Vicksburg,MI,Michigan,Kalamazoo,USA
Dana,Dana,NC,North Carolina,Henderson,USA
Prestonsburg,Prestonsburg,KY,Kentucky,Floyd,USA
Quinnipiac University,Quinnipiac University,CT,Connecticut,South Central Connecticut,USA
Portland,Portland,MI,Michigan,Ionia,USA
Oregon,Oregon,IL,Illinois,Ogle,USA
Whitmore Village,Whitmore Village,HI,Hawaii,Honolulu,USA
Grayson,Grayson,KY,Kentucky,Carter,USA
Malden,Malden,MO,Missouri,Dunklin,USA
St. Anthony,St. Anthony,ID,Idaho,Fremont,USA
Nelsonville,Nelsonville,OH,Ohio,Athens,USA
Merchantville,Merchantville,NJ,New Jersey,Camden,USA
Unicoi,Unicoi,TN,Tennessee,Unicoi,USA
Booneville,Booneville,AR,Arkansas,Logan,USA
Troutman,Troutman,NC,North Carolina,Iredell,USA
Oakhurst,Oakhurst,NJ,New Jersey,Monmouth,USA
Meridian,Meridian,PA,Pennsylvania,Butler,USA
Hawaiian Ocean View,Hawaiian Ocean View,HI,Hawaii,Hawaii,USA
Rockfish,Rockfish,NC,North Carolina,Hoke,USA
Marshall,Marshall,WI,Wisconsin,Dane,USA
Austin,Austin,AR,Arkansas,Lonoke,USA
Fort Gibson,Fort Gibson,OK,Oklahoma,Muskogee,USA
Harrington,Harrington,DE,Delaware,Kent,USA
Lake California,Lake California,CA,California,Tehama,USA
Lake Sarasota,Lake Sarasota,FL,Florida,Sarasota,USA
Bunker Hill Village,Bunker Hill Village,TX,Texas,Harris,USA
Williamston,Williamston,MI,Michigan,Ingham,USA
Pocono Woodland Lakes,Pocono Woodland Lakes,PA,Pennsylvania,Pike,USA
Boonsboro,Boonsboro,MD,Maryland,Washington,USA
Bluffton,Bluffton,OH,Ohio,Allen,USA
Horicon,Horicon,WI,Wisconsin,Dodge,USA
Pixley,Pixley,CA,California,Tulare,USA
Waukon,Waukon,IA,Iowa,Allamakee,USA
West Liberty,West Liberty,IA,Iowa,Muscatine,USA
San Diego,San Diego,TX,Texas,Duval,USA
Paw Paw Lake,Paw Paw Lake,MI,Michigan,Berrien,USA
Dwight,Dwight,IL,Illinois,Livingston,USA
Mission Hills,Mission Hills,CA,California,Santa Barbara,USA
India Hook,India Hook,SC,South Carolina,York,USA
Oneida,Oneida,TN,Tennessee,Scott,USA
Umatilla,Umatilla,FL,Florida,Lake,USA
Bishop,Bishop,CA,California,Inyo,USA
Harlem,Harlem,GA,Georgia,Columbia,USA
Hohenwald,Hohenwald,TN,Tennessee,Lewis,USA
Wheatland,Wheatland,CA,California,Yuba,USA
Manhasset Hills,Manhasset Hills,NY,New York,Nassau,USA
Georgetown,Georgetown,IN,Indiana,Floyd,USA
Red Bud,Red Bud,IL,Illinois,Randolph,USA
Navy,Navy,VA,Virginia,Fairfax,USA
Buckner,Buckner,KY,Kentucky,Oldham,USA
Rochester,Rochester,IL,Illinois,Sangamon,USA
Ajo,Ajo,AZ,Arizona,Pima,USA
Morrison,Morrison,IL,Illinois,Whiteside,USA
Rochester,Rochester,WI,Wisconsin,Racine,USA
La Cienega,La Cienega,NM,New Mexico,Santa Fe,USA
Hudson,Hudson,NC,North Carolina,Caldwell,USA
Maiden,Maiden,NC,North Carolina,Catawba,USA
Jamestown,Jamestown,CA,California,Tuolumne,USA
Glenwood Landing,Glenwood Landing,NY,New York,Nassau,USA
Denver,Denver,PA,Pennsylvania,Lancaster,USA
Port Reading,Port Reading,NJ,New Jersey,Middlesex,USA
Stanley,Stanley,WI,Wisconsin,Chippewa,USA
Carter Lake,Carter Lake,IA,Iowa,Pottawattamie,USA
Niwot,Niwot,CO,Colorado,Boulder,USA
Lindsborg,Lindsborg,KS,Kansas,McPherson,USA
Golf Manor,Golf Manor,OH,Ohio,Hamilton,USA
Walthourville,Walthourville,GA,Georgia,Liberty,USA
Lely,Lely,FL,Florida,Collier,USA
New Lebanon,New Lebanon,OH,Ohio,Montgomery,USA
Thompsonville,Thompsonville,PA,Pennsylvania,Washington,USA
Hardin,Hardin,MT,Montana,Big Horn,USA
Hazel Green,Hazel Green,AL,Alabama,Madison,USA
Grand Bay,Grand Bay,AL,Alabama,Mobile,USA
Plainwell,Plainwell,MI,Michigan,Allegan,USA
Eldorado,Eldorado,IL,Illinois,Saline,USA
Idyllwild-Pine Cove,Idyllwild-Pine Cove,CA,California,Riverside,USA
Cedarville,Cedarville,OH,Ohio,Greene,USA
Lincoln,Lincoln,ID,Idaho,Bonneville,USA
White House Station,White House Station,NJ,New Jersey,Hunterdon,USA
Point Baker,Point Baker,FL,Florida,Santa Rosa,USA
Sloan,Sloan,NY,New York,Erie,USA
Houston,Houston,MS,Mississippi,Chickasaw,USA
Old Stine,Old Stine,CA,California,Kern,USA
Ridgeland,Ridgeland,SC,South Carolina,Jasper,USA
Brentwood,Brentwood,MD,Maryland,Prince George's,USA
Aledo,Aledo,IL,Illinois,Mercer,USA
Edgecliff Village,Edgecliff Village,TX,Texas,Tarrant,USA
Cambrian Park,Cambrian Park,CA,California,Santa Clara,USA
Captain Cook,Captain Cook,HI,Hawaii,Hawaii,USA
North Baltimore,North Baltimore,OH,Ohio,Wood,USA
Spurgeon,Spurgeon,TN,Tennessee,Washington,USA
Hesston,Hesston,KS,Kansas,Harvey,USA
McGehee,McGehee,AR,Arkansas,Desha,USA
Esparto,Esparto,CA,California,Yolo,USA
East Village,East Village,CT,Connecticut,Greater Bridgeport,USA
Byron,Byron,IL,Illinois,Ogle,USA
Stilwell,Stilwell,OK,Oklahoma,Adair,USA
South Glens Falls,South Glens Falls,NY,New York,Saratoga,USA
Breñas,Brenas,PR,Puerto Rico,Vega Alta,USA
Mountain Green,Mountain Green,UT,Utah,Morgan,USA
Mogadore,Mogadore,OH,Ohio,Summit,USA
Mount Pleasant,Mount Pleasant,UT,Utah,Sanpete,USA
Lowesville,Lowesville,NC,North Carolina,Lincoln,USA
Cockrell Hill,Cockrell Hill,TX,Texas,Dallas,USA
Sixteen Mile Stand,Sixteen Mile Stand,OH,Ohio,Hamilton,USA
San Joaquin,San Joaquin,CA,California,Fresno,USA
Melwood,Melwood,MD,Maryland,Prince George's,USA
Honea Path,Honea Path,SC,South Carolina,Anderson,USA
Punta Santiago,Punta Santiago,PR,Puerto Rico,Humacao,USA
Gooding,Gooding,ID,Idaho,Gooding,USA
Elm Creek,Elm Creek,TX,Texas,Maverick,USA
Baldwin,Baldwin,GA,Georgia,Habersham,USA
Anthony,Anthony,TX,Texas,El Paso,USA
Landis,Landis,NC,North Carolina,Rowan,USA
Balmville,Balmville,NY,New York,Orange,USA
Oglesby,Oglesby,IL,Illinois,LaSalle,USA
Rosemont,Rosemont,PA,Pennsylvania,Montgomery,USA
Hill 'n Dale,Hill 'n Dale,FL,Florida,Hernando,USA
Felton,Felton,CA,California,Santa Cruz,USA
Angels,Angels,CA,California,Calaveras,USA
Kaunakakai,Kaunakakai,HI,Hawaii,Maui,USA
Kitty Hawk,Kitty Hawk,NC,North Carolina,Dare,USA
Arcadia,Arcadia,WI,Wisconsin,Trempealeau,USA
Columbus,Columbus,TX,Texas,Colorado,USA
Bunk Foss,Bunk Foss,WA,Washington,Snohomish,USA
Dunean,Dunean,SC,South Carolina,Greenville,USA
Winchester,Winchester,CA,California,Riverside,USA
Forestdale,Forestdale,MA,Massachusetts,Barnstable,USA
Greentown,Greentown,OH,Ohio,Stark,USA
Whiteman AFB,Whiteman AFB,MO,Missouri,Johnson,USA
Plain City,Plain City,OH,Ohio,Madison,USA
Hebron,Hebron,IN,Indiana,Porter,USA
Lowell,Lowell,NC,North Carolina,Gaston,USA
Deer Park,Deer Park,IL,Illinois,Lake,USA
Richfield,Richfield,OH,Ohio,Summit,USA
Grand Mound,Grand Mound,WA,Washington,Thurston,USA
Elkins,Elkins,AR,Arkansas,Washington,USA
Watergate,Watergate,FL,Florida,Palm Beach,USA
Trevose,Trevose,PA,Pennsylvania,Bucks,USA
Beechwood,Beechwood,MS,Mississippi,Warren,USA
Mora,Mora,MN,Minnesota,Kanabec,USA
Lenwood,Lenwood,CA,California,San Bernardino,USA
North Shore,North Shore,VA,Virginia,Franklin,USA
Imlay City,Imlay City,MI,Michigan,Lapeer,USA
West End-Cobb Town,West End-Cobb Town,AL,Alabama,Calhoun,USA
Aurora,Aurora,IN,Indiana,Dearborn,USA
Westhampton,Westhampton,NY,New York,Suffolk,USA
Montrose,Montrose,NY,New York,Westchester,USA
Gamewell,Gamewell,NC,North Carolina,Caldwell,USA
South Toms River,South Toms River,NJ,New Jersey,Ocean,USA
Highland-on-the-Lake,Highland-on-the-Lake,NY,New York,Erie,USA
Washington,Washington,GA,Georgia,Wilkes,USA
Hoschton,Hoschton,GA,Georgia,Jackson,USA
Highland Falls,Highland Falls,NY,New York,Orange,USA
Russell,Russell,KY,Kentucky,Greenup,USA
Mono Vista,Mono Vista,CA,California,Tuolumne,USA
Independence,Independence,MN,Minnesota,Hennepin,USA
Tabor City,Tabor City,NC,North Carolina,Columbus,USA
Port Hadlock-Irondale,Port Hadlock-Irondale,WA,Washington,Jefferson,USA
Haviland,Haviland,NY,New York,Dutchess,USA
Maple Heights-Lake Desire,Maple Heights-Lake Desire,WA,Washington,King,USA
Greenhills,Greenhills,OH,Ohio,Hamilton,USA
Pine Island,Pine Island,MN,Minnesota,Goodhue,USA
Penn Estates,Penn Estates,PA,Pennsylvania,Monroe,USA
Bloomer,Bloomer,WI,Wisconsin,Chippewa,USA
Cotulla,Cotulla,TX,Texas,La Salle,USA
Woodstown,Woodstown,NJ,New Jersey,Salem,USA
Florida,Florida,PR,Puerto Rico,Florida,USA
Barron,Barron,WI,Wisconsin,Barron,USA
Albia,Albia,IA,Iowa,Monroe,USA
Vandenberg AFB,Vandenberg AFB,CA,California,Santa Barbara,USA
Hephzibah,Hephzibah,GA,Georgia,Richmond,USA
Setauket,Setauket,NY,New York,Suffolk,USA
Tiptonville,Tiptonville,TN,Tennessee,Lake,USA
Jamestown,Jamestown,NC,North Carolina,Guilford,USA
East Dennis,East Dennis,MA,Massachusetts,Barnstable,USA
Glen Raven,Glen Raven,NC,North Carolina,Alamance,USA
Long Prairie,Long Prairie,MN,Minnesota,Todd,USA
Fairbury,Fairbury,IL,Illinois,Livingston,USA
Middlebury,Middlebury,IN,Indiana,Elkhart,USA
Southgate,Southgate,KY,Kentucky,Campbell,USA
Landmark,Landmark,AR,Arkansas,Pulaski,USA
Chipley,Chipley,FL,Florida,Washington,USA
Taylor Lake Village,Taylor Lake Village,TX,Texas,Harris,USA
Montura,Montura,FL,Florida,Hendry,USA
Heyburn,Heyburn,ID,Idaho,Minidoka,USA
Delta,Delta,UT,Utah,Millard,USA
Harrisburg,Harrisburg,OR,Oregon,Linn,USA
Wynantskill,Wynantskill,NY,New York,Rensselaer,USA
Manila,Manila,AR,Arkansas,Mississippi,USA
Sunnyslope,Sunnyslope,WA,Washington,Chelan,USA
Putnam Lake,Putnam Lake,NY,New York,Putnam,USA
Carefree,Carefree,AZ,Arizona,Maricopa,USA
Bajadero,Bajadero,PR,Puerto Rico,Arecibo,USA
Hemlock Farms,Hemlock Farms,PA,Pennsylvania,Pike,USA
Eastlawn Gardens,Eastlawn Gardens,PA,Pennsylvania,Northampton,USA
Leo-Cedarville,Leo-Cedarville,IN,Indiana,Allen,USA
Rutherfordton,Rutherfordton,NC,North Carolina,Rutherford,USA
Frontenac,Frontenac,MO,Missouri,St. Louis,USA
Nome,Nome,AK,Alaska,Nome,USA
Thomasville,Thomasville,AL,Alabama,Clarke,USA
Indian Rocks Beach,Indian Rocks Beach,FL,Florida,Pinellas,USA
Rexland Acres,Rexland Acres,CA,California,Kern,USA
Eastover,Eastover,NC,North Carolina,Cumberland,USA
Camden,Camden,TN,Tennessee,Benton,USA
Centre,Centre,AL,Alabama,Cherokee,USA
Wilkesboro,Wilkesboro,NC,North Carolina,Wilkes,USA
Lake Holm,Lake Holm,WA,Washington,King,USA
Stanford,Stanford,KY,Kentucky,Lincoln,USA
Stonybrook,Stonybrook,PA,Pennsylvania,York,USA
Cedar Springs,Cedar Springs,MI,Michigan,Kent,USA
Highland Acres,Highland Acres,DE,Delaware,Kent,USA
Morton,Morton,MS,Mississippi,Scott,USA
Spencerport,Spencerport,NY,New York,Monroe,USA
Whitney,Whitney,SC,South Carolina,Spartanburg,USA
Granger,Granger,WA,Washington,Yakima,USA
Minoa,Minoa,NY,New York,Onondaga,USA
Forsyth,Forsyth,IL,Illinois,Macon,USA
Yellow Springs,Yellow Springs,OH,Ohio,Greene,USA
North River Shores,North River Shores,FL,Florida,Martin,USA
Romeo,Romeo,MI,Michigan,Macomb,USA
Lake Isabella,Lake Isabella,CA,California,Kern,USA
Northwoods,Northwoods,MO,Missouri,St. Louis,USA
Priceville,Priceville,AL,Alabama,Morgan,USA
Emmetsburg,Emmetsburg,IA,Iowa,Palo Alto,USA
Moundville,Moundville,AL,Alabama,Hale,USA
Welcome,Welcome,NC,North Carolina,Davidson,USA
Moscow Mills,Moscow Mills,MO,Missouri,Lincoln,USA
Riverview Park,Riverview Park,PA,Pennsylvania,Berks,USA
Waikapu,Waikapu,HI,Hawaii,Maui,USA
Burbank,Burbank,WA,Washington,Walla Walla,USA
Gatlinburg,Gatlinburg,TN,Tennessee,Sevier,USA
Whitesboro,Whitesboro,NY,New York,Oneida,USA
Crockett,Crockett,CA,California,Contra Costa,USA
Desert Edge,Desert Edge,CA,California,Riverside,USA
Port Vue,Port Vue,PA,Pennsylvania,Allegheny,USA
Salem Heights,Salem Heights,OH,Ohio,Hamilton,USA
Omro,Omro,WI,Wisconsin,Winnebago,USA
Howe,Howe,TX,Texas,Grayson,USA
North Great River,North Great River,NY,New York,Suffolk,USA
Tyro,Tyro,NC,North Carolina,Davidson,USA
Groesbeck,Groesbeck,TX,Texas,Limestone,USA
Combined Locks,Combined Locks,WI,Wisconsin,Outagamie,USA
Beaver,Beaver,UT,Utah,Beaver,USA
Eastland,Eastland,TX,Texas,Eastland,USA
West Columbia,West Columbia,TX,Texas,Brazoria,USA
Gravette,Gravette,AR,Arkansas,Benton,USA
Johnson,Johnson,AR,Arkansas,Washington,USA
Escatawpa,Escatawpa,MS,Mississippi,Jackson,USA
Rollingwood,Rollingwood,CA,California,Contra Costa,USA
Linwood,Linwood,PA,Pennsylvania,Delaware,USA
Upper Greenwood Lake,Upper Greenwood Lake,NJ,New Jersey,Passaic,USA
Etowah,Etowah,TN,Tennessee,McMinn,USA
Palmyra,Palmyra,MO,Missouri,Marion,USA
North Wildwood,North Wildwood,NJ,New Jersey,Cape May,USA
Norton,Norton,VA,Virginia,Norton,USA
Key Center,Key Center,WA,Washington,Pierce,USA
High Point,High Point,FL,Florida,Hernando,USA
Vine Hill,Vine Hill,CA,California,Contra Costa,USA
Tuckerton,Tuckerton,NJ,New Jersey,Ocean,USA
Franklinton,Franklinton,LA,Louisiana,Washington,USA
Fort Defiance,Fort Defiance,AZ,Arizona,Apache,USA
East Basin,East Basin,UT,Utah,Summit,USA
Lordship,Lordship,CT,Connecticut,Greater Bridgeport,USA
Buies Creek,Buies Creek,NC,North Carolina,Harnett,USA
Jasper,Jasper,TN,Tennessee,Marion,USA
Gibson City,Gibson City,IL,Illinois,Ford,USA
